player,team,position,caphit_2016-17,caphit_2017-18,salary_2016-17,salary_2017-18,salary_2018-19,salary_2019-20,salary_2020-21
Nate Schmidt,WAS,Defence,0.812,0.000,0.875,RFA,,,
Cedric Paquette,TBL,Center,0.812,0.812,0.800,0.825,RFA,,
Teemu Pulkkinen,ARI,Left,0.812,0.000,0.812,RFA,,,
Dryden Hunt,FLA,Left,0.809,0.809,0.743,0.818,0.868,RFA,
Spencer Watson,LAK,Right,0.808,0.808,0.655,0.730,0.733,RFA,
Dmytro Timashov,TOR,Left,0.805,0.805,0.660,0.680,0.650,RFA,
Kole Sherwood,CLB,Right,0.805,0.805,0.735,0.730,0.700,RFA,
Chris Driedger,OTT,Goaltender,0.800,0.000,0.780,RFA,,,
Dylan McIlrath,FLA,Defence,0.800,0.000,0.800,RFA,,,
Taylor Chorney,WAS,Defence,0.800,0.800,0.775,0.825,UFA,,
Greg Pateryn,MTL,Defence,0.800,0.800,0.750,0.850,UFA,,
Justin Kea,BUF,Center,0.800,0.000,0.655,RFA,,,
Jonas Gustavsson,EDM,Goaltender,0.800,0.000,0.800,UFA,,,
Connor Hobbs,WAS,Defence,0.800,0.800,0.655,0.730,0.780,RFA,
Alex Chiasson,CGY,Right,0.800,0.000,0.800,RFA,,,
Ethan Bear,EDM,Defence,0.800,0.800,0.655,0.730,0.780,RFA,
Patrick Wiercioch,COL,Defence,0.800,0.000,0.800,UFA,,,
Gabriel Bourque,COL,Left,0.800,0.000,0.800,RFA,,,
Zachary Pochiro,EDM,Left,0.800,0.000,0.700,RFA,,,
Chris Wideman,OTT,Defence,0.800,0.800,0.800,0.800,UFA,,
Curtis McElhinney,CLB,Goaltender,0.800,0.000,0.800,UFA,,,
Dylan McIlrath,NYR,Defence,0.800,0.000,0.800,RFA,,,
Nicolas Roy,CAR,Center,0.800,0.800,0.655,0.730,0.730,RFA,
Brian Dumoulin,PIT,Defence,0.800,0.000,0.800,RFA,,,
Curtis McElhinney,TOR,Goaltender,0.800,0.000,0.800,UFA,,,
Joe Morrow,BOS,Defence,0.800,0.000,0.800,RFA,,,
Michael Kostka,CGY,Defence,0.800,0.000,0.800,UFA,,,
Steve Ott,DET,Left,0.800,0.000,0.800,UFA,,,
Roberto Luongo,VAN,Goaltender,0.800,0.800,0.800,0.800,0.800,0.800,0.800
Antoine Bibeau,TOR,Goaltender,0.800,0.000,0.680,RFA,,,
Greg Pateryn,DAL,Defence,0.800,0.800,0.750,0.850,UFA,,
Tom Pyatt,OTT,Center,0.800,0.000,0.800,UFA,,,
Andrew Desjardins,CHI,Center,0.800,0.000,0.800,UFA,,,
MacKenzie Weegar,FLA,Defence,0.800,0.000,0.705,RFA,,,
Dalton Thrower,MTL,Defence,0.800,0.000,0.649,RFA,,,
Connor Crisp,MTL,Left,0.800,0.000,0.655,RFA,,,
Ben Holmstrom,NYI,Center,0.800,0.000,0.800,UFA,,,
Adam Chapie,NYR,Right,0.800,0.800,0.750,0.850,RFA,,
Mattias Janmark,DAL,Center,0.800,0.000,0.792,RFA,,,
Sergey Kalinin,NJD,Center,0.800,0.000,0.800,RFA,,,
Danick Martel,PHI,Left,0.800,0.800,0.655,0.730,RFA,,
Joseph Labate,VAN,Center,0.800,0.000,0.680,RFA,,,
Bracken Kearns,NYI,Center,0.800,0.000,0.800,UFA,,,
Patrick McNally,SJS,Defence,0.800,0.000,0.900,RFA,,,
MacKenzie Skapski,NYR,Goaltender,0.800,0.000,0.705,RFA,,,
Sergey Kalinin,TOR,Center,0.800,0.000,0.800,RFA,,,
Adam Helewka,SJS,Left,0.800,0.800,0.655,0.730,0.730,RFA,
Andrew Mangiapane,CGY,Left,0.800,0.800,0.655,0.730,0.730,RFA,
Caleb Jones,EDM,Defence,0.800,0.800,0.655,0.730,0.730,RFA,
Gustav Bouramman,MIN,Defence,0.800,0.800,0.655,0.730,0.755,RFA,
Maxime Lajoie,OTT,Defence,0.800,0.800,0.730,0.730,0.730,RFA,
Steve Ott,MTL,Left,0.800,0.000,0.800,UFA,,,
Dylan McIlrath,DET,Defence,0.800,0.000,0.800,RFA,,,
Dysin Mayo,ARI,Defence,0.798,0.798,0.655,0.730,0.650,RFA,
Troy Donnay,NYR,Defence,0.797,0.000,0.700,RFA,,,
Brett Lernout,MTL,Defence,0.795,0.795,0.645,0.575,0.650,RFA,
Christian Djoos,WAS,Defence,0.793,0.000,0.830,RFA,,,
Joseph Blandisi,NJD,Center,0.788,0.000,0.715,RFA,,,
Ryan Murphy,CAR,Defence,0.787,0.787,0.750,0.825,RFA,,
Nick Ebert,DAL,Defence,0.786,0.000,0.766,RFA,,,
Jean Dupuy,BUF,Left,0.783,0.000,0.675,RFA,,,
Jimmy Lodge,WPG,Center,0.780,0.780,0.655,0.690,RFA,,
Tim Heed,SJS,Defence,0.775,0.000,0.675,RFA,,,
Nicolas Deslauriers,BUF,Left,0.775,0.775,0.775,0.775,UFA,,
Daniel Altshuller,CAR,Goaltender,0.775,0.000,0.725,RFA,,,
Tyrell Goulbourne,PHI,Left,0.775,0.000,0.725,RFA,,,
Colton Hargrove,BOS,Center,0.775,0.000,0.800,RFA,,,
Garnet Hathaway,CGY,Center,0.775,0.000,0.723,RFA,,,
Emerson Etem,ANA,Right,0.775,0.000,0.775,RFA,,,
Emerson Etem,VAN,Right,0.775,0.000,0.775,RFA,,,
Ben Harpur,OTT,Defence,0.773,0.773,0.655,0.650,RFA,,
Pavel Jenys,MIN,Center,0.773,0.773,0.655,0.680,0.650,RFA,
Nelson Nogier,WPG,Defence,0.772,0.772,0.650,0.720,0.770,RFA,
A.J. Greer,COL,Left,0.750,0.750,0.725,0.750,0.750,RFA,
Sam Brittain,FLA,Goaltender,0.750,0.000,0.750,RFA,,,
Kurtis Gabriel,MIN,Right,0.750,0.000,0.725,RFA,,,
Alex Biega,VAN,Defence,0.750,0.750,0.700,0.800,UFA,,
Mark Barberio,MTL,Defence,0.750,0.750,0.800,0.700,UFA,,
Philipp Grubauer,WAS,Goaltender,0.750,0.000,0.850,RFA,,,
Jordin Tootoo,CHI,Right,0.750,0.700,0.750,0.700,UFA,,
Jonathan Marchessault,FLA,Left,0.750,0.750,0.750,0.750,UFA,,
Conner Bleackley,STL,Center,0.750,0.750,0.650,0.725,0.725,RFA,
Jhonas Enroth,TOR,Goaltender,0.750,0.000,0.750,UFA,,,
Jhonas Enroth,ANA,Goaltender,0.750,0.000,0.750,UFA,,,
Klas Dahlbeck,CAR,Defence,0.750,0.000,0.750,RFA,,,
Mattias Backman,DAL,Defence,0.750,0.000,0.750,RFA,,,
Graham Black,FLA,Center,0.750,0.000,0.675,RFA,,,
Brett Gallant,CLB,Left,0.750,0.000,0.750,UFA,,,
Keegan Lowe,MTL,Defence,0.750,0.000,0.750,RFA,,,
Ryan Dzingel,OTT,Center,0.750,0.000,0.750,RFA,,,
Buddy Robinson,OTT,Right,0.750,0.000,0.750,RFA,,,
Laurent Brossoit,EDM,Goaltender,0.750,0.750,0.650,0.850,RFA,,
Buddy Robinson,SJS,Right,0.750,0.000,0.750,RFA,,,
Viktor Svedberg,CHI,Defence,0.750,0.750,0.650,0.850,UFA,,
Mark Barberio,COL,Defence,0.750,0.750,0.800,0.700,UFA,,
Ben Betker,EDM,Defence,0.750,0.750,0.675,0.725,RFA,,
Blake Pietila,NJD,Left,0.750,0.000,0.675,RFA,,,
Cody Goloubef,CLB,Defence,0.750,0.000,0.800,UFA,,,
Lucas Wallmark,CAR,Center,0.750,0.750,0.675,0.725,RFA,,
Mason Geertsen,COL,Defence,0.750,0.750,0.650,0.725,RFA,,
Joakim Ryan,SJS,Defence,0.750,0.000,0.700,RFA,,,
Steve Michalek,MIN,Goaltender,0.750,0.000,0.725,RFA,,,
Connor Carrick,TOR,Defence,0.750,0.750,0.650,0.850,RFA,,
Cody Goloubef,COL,Defence,0.750,0.000,0.800,UFA,,,
Steven Fogarty,NYR,Center,0.750,0.750,0.750,0.750,RFA,,
Radel Fazleev,PHI,Center,0.748,0.748,0.652,0.723,0.650,RFA,
Tommy Wingels,SJS,Center,0.743,0.000,0.743,,,,
Calvin Thurkauf,CLB,Center,0.738,0.738,0.720,0.720,0.775,RFA,
Michael Blunden,OTT,Right,0.738,0.738,0.725,0.750,UFA,,
Matt Nieto,SJS,Left,0.735,0.000,0.735,RFA,,,
Matt Nieto,COL,Left,0.735,0.000,0.735,RFA,,,
Dante Salituro,CLB,Center,0.733,0.733,0.625,0.725,0.825,RFA,
Marek Langhamer,ARI,Goaltender,0.733,0.000,0.673,RFA,,,
Trevor Carrick,CAR,Defence,0.733,0.000,0.700,RFA,,,
Matia Marcantuoni,ARI,Center,0.733,0.000,0.575,RFA,,,
Stephen Johns,DAL,Defence,0.725,0.725,0.650,0.800,RFA,,
Tyler Pitlick,EDM,Right,0.725,0.000,0.725,RFA,,,
Nikita Nesterov,TBL,Defence,0.725,0.000,0.725,RFA,,,
Keith Kinkaid,NJD,Goaltender,0.725,0.000,0.750,UFA,,,
Iiro Pakarinen,EDM,Right,0.725,0.000,0.725,RFA,,,
Beau Bennett,NJD,Right,0.725,0.000,0.725,RFA,,,
Brian Ferlin,BOS,Right,0.725,0.000,0.725,RFA,,,
Christian Folin,MIN,Defence,0.725,0.000,0.850,RFA,,,
Charles Hudon,MTL,Left,0.725,0.000,0.575,RFA,,,
Daniel Carr,MTL,Left,0.725,0.725,0.725,0.725,RFA,,
Nikita Nesterov,MTL,Defence,0.725,0.000,0.725,RFA,,,
Andrew Bodnarchuk,DAL,Defence,0.725,0.725,0.700,0.750,UFA,,
Joseph Cramarossa,ANA,Center,0.725,0.000,0.725,RFA,,,
Joseph Cramarossa,VAN,Center,0.725,0.000,0.725,RFA,,,
Chris Martenet,DAL,Defence,0.722,0.722,0.645,0.720,0.745,RFA,
Xavier Ouellet,DET,Defence,0.715,0.000,0.715,RFA,,,
Reid Boucher,NJD,Center,0.715,0.000,0.715,RFA,,,
Reid Boucher,VAN,Center,0.715,0.000,0.715,RFA,,,
Reid Boucher,NAS,Center,0.715,0.000,0.715,RFA,,,
Clark Bishop,CAR,Center,0.713,0.713,0.645,0.720,0.720,RFA,
Pierre-Edouard Bellemare,PHI,Left,0.713,0.713,0.725,1.450,1.450,UFA,
Chris VandeVelde,PHI,Center,0.713,0.000,0.713,UFA,,,
Pheonix Copley,STL,Goaltender,0.709,0.000,0.709,RFA,,,
Pheonix Copley,WAS,Goaltender,0.709,0.000,0.709,RFA,,,
Austin Carroll,CGY,Left,0.707,0.707,0.645,0.720,RFA,,
Ondrej Kase,ANA,Right,0.707,0.707,0.645,0.720,RFA,,
Felix Girard,COL,Center,0.703,0.000,0.640,RFA,,,
Brian Hart,TBL,Right,0.703,0.703,0.715,0.760,RFA,,
Ryan Olsen,WPG,Center,0.702,0.000,0.600,RFA,,,
Samuel Blais,STL,Left,0.701,0.701,0.647,0.647,0.650,RFA,
Vaclav Karabacek,BUF,Right,0.700,0.700,0.641,0.722,0.722,RFA,
Petteri Lindbohm,STL,Defence,0.700,0.000,0.645,RFA,,,
Matthew Carle,NAS,Defence,0.700,0.000,0.700,UFA,,,
Landon Ferraro,STL,Center,0.700,0.000,0.700,RFA,,,
Greg McKegg,FLA,Center,0.700,0.000,0.700,RFA,,,
Magnus Paajarvi,STL,Left,0.700,0.000,0.700,RFA,,,
Jack Skille,VAN,Right,0.700,0.000,0.700,UFA,,,
Luke Gazdic,NJD,Left,0.700,0.000,0.700,UFA,,,
Korbinian Holzer,ANA,Defence,0.700,0.000,0.700,UFA,,,
Fredrik Claesson,OTT,Defence,0.700,0.650,0.700,0.650,RFA,,
Michael Leighton,CAR,Goaltender,0.700,0.000,0.700,UFA,,,
Cal O'Reilly,BUF,Center,0.700,0.000,0.700,UFA,,,
Gemel Smith,DAL,Center,0.700,0.000,0.670,RFA,,,
Branden Troock,ARI,Right,0.700,0.000,0.645,RFA,,,
Andrey Pedan,VAN,Defence,0.700,0.000,0.700,RFA,,,
Linden Vey,CGY,Right,0.700,0.000,0.700,RFA,,,
Jesper Pettersson,PHI,Defence,0.700,0.000,0.670,RFA,,,
Greg McKegg,TBL,Center,0.700,0.000,0.700,RFA,,,
Jarred Tinordi,ARI,Defence,0.700,0.000,0.700,RFA,,,
Philip Varone,OTT,Center,0.700,0.000,0.700,RFA,,,
David Desharnais,MTL,Center,0.700,0.000,0.700,,,,
Reece Wilcox,PHI,Defence,0.696,0.696,0.642,0.718,RFA,,
Josh Wesley,CAR,Defence,0.695,0.695,0.645,0.720,0.720,RFA,
Justin Hache,DAL,Defence,0.695,0.000,0.665,RFA,,,
Denis Malgin,FLA,Center,0.693,0.693,0.640,0.715,0.715,RFA,
Jacob Moverare,LAK,Defence,0.692,0.692,0.635,0.720,0.720,RFA,
Ben Thomas,TBL,Defence,0.690,0.690,0.639,0.716,0.715,RFA,
Jonne Tammela,TBL,Right,0.690,0.690,0.639,0.716,0.715,RFA,
Eetu Laurikainen,EDM,Goaltender,0.690,0.000,0.652,RFA,,,
Chase Lang,MIN,Center,0.687,0.687,0.635,0.715,0.710,RFA,
Brycen Martin,BUF,Defence,0.685,0.685,0.635,0.710,0.710,RFA,
Alexandre Fortin,CHI,Center,0.685,0.685,0.635,0.710,0.710,RFA,
Michael McNiven,MTL,Goaltender,0.685,0.685,0.645,0.650,0.650,RFA,
Troy Bourke,COL,Left,0.683,0.000,0.645,RFA,,,
Nathan Walker,WAS,Center,0.683,0.000,0.645,RFA,,,
Justin Selman,STL,Center,0.682,0.682,0.640,0.715,RFA,,
Sergei Boikov,COL,Defence,0.682,0.682,0.635,0.705,0.705,RFA,
Julien Nantel,COL,Center,0.680,0.680,0.630,0.705,0.705,RFA,
Ondrej Vala,DAL,Defence,0.680,0.680,0.630,0.705,0.705,RFA,
Anton Cederholm,VAN,Defence,0.678,0.678,0.645,0.650,RFA,,
Ashton Sautner,VAN,Defence,0.678,0.678,0.665,0.720,RFA,,
Cole Ully,DAL,Left,0.677,0.677,0.645,0.600,RFA,,
Mason Raymond,ANA,Left,0.675,0.000,0.675,UFA,,,
Jeremy Smith,COL,Goaltender,0.675,0.000,0.675,UFA,,,
Michael Carcone,VAN,Left,0.675,0.675,0.625,0.675,0.725,RFA,
Jean-Francois Berube,NYI,Goaltender,0.675,0.000,0.675,RFA,,,
Matt Tennyson,CAR,Defence,0.675,0.000,0.675,UFA,,,
Anthony Peluso,WPG,Right,0.675,0.000,0.700,UFA,,,
Curtis McKenzie,DAL,Left,0.675,0.700,0.700,0.700,UFA,,
Jamie Phillips,WPG,Goaltender,0.675,0.675,0.637,0.713,RFA,,
Ben Smith,TOR,Right,0.675,0.000,0.675,UFA,,,
Ben Smith,COL,Right,0.675,0.000,0.675,UFA,,,
Mikko Vainonen,NAS,Defence,0.673,0.000,0.575,RFA,,,
Brandon Baddock,NJD,Left,0.673,0.673,0.620,0.700,0.700,RFA,
Anthony Richard,NAS,Center,0.672,0.672,0.640,0.715,0.650,RFA,
Alexandre Carrier,NAS,Defence,0.672,0.672,0.640,0.715,0.650,RFA,
Erik (II) Karlsson,CAR,Left,0.672,0.000,0.720,RFA,,,
Conor Sheary,PIT,Left,0.667,0.000,0.667,RFA,,,
Ross Johnston,NYI,Left,0.667,0.667,0.670,0.710,RFA,,
Barret Jackman,NAS,Defence,0.667,0.667,0.667,0.667,,,
Viktor Stalberg,NAS,Left,0.667,0.667,0.667,1.167,1.167,,
Tyler Lewington,WAS,Defence,0.665,0.665,0.638,0.719,RFA,,
Daniel Zaar,CLB,Right,0.665,0.000,0.695,RFA,,,
Colby Sissons,NJD,Defence,0.663,0.663,0.610,0.690,0.690,RFA,
Tim McGauley,WAS,Center,0.663,0.663,0.655,0.705,RFA,,
Calle Andersson,NYR,Defence,0.662,0.000,0.665,RFA,,,
Lane Pederson,ARI,Center,0.660,0.660,0.610,0.685,0.685,RFA,
Jonas Gunnarsson,NAS,Goaltender,0.660,0.000,0.635,RFA,,,
Christopher Gibson,NYI,Goaltender,0.660,0.000,0.660,RFA,,,
Jonathan Racine,TBL,Defence,0.660,0.000,0.660,RFA,,,
Logan Shaw,ANA,Right,0.660,0.650,0.660,0.650,RFA,,
Jeremy Gregoire,MTL,Center,0.660,0.660,0.625,0.650,RFA,,
Zach Palmquist,MIN,Defence,0.660,0.000,0.660,RFA,,,
Joshua Brown,FLA,Defence,0.658,0.658,0.635,0.710,RFA,,
Macoy Erkamps,OTT,Defence,0.655,0.655,0.605,0.680,0.680,RFA,
Colby Cave,BOS,Center,0.655,0.655,0.655,0.680,RFA,,
MacKenze Stewart,VAN,Defence,0.655,0.655,0.630,0.710,RFA,,
Jalen Smereck,ARI,Defence,0.655,0.655,0.605,0.680,0.680,RFA,
Petr Straka,NJD,Right,0.650,0.000,0.650,RFA,,,
Anton Forsberg,CLB,Goaltender,0.650,0.000,0.650,RFA,,,
Jordan Schroeder,MIN,Center,0.650,0.000,0.650,RFA,,,
Jamie McBain,ARI,Defence,0.650,0.000,0.650,UFA,,,
Eric Tangradi,DET,Left,0.650,0.650,0.650,0.650,UFA,,
Brian Lashoff,DET,Defence,0.650,0.000,0.650,RFA,,,
Zach Trotman,LAK,Defence,0.650,0.000,0.650,RFA,,,
Oscar Lindberg,NYR,Center,0.650,0.000,0.700,RFA,,,
Brandon Gormley,OTT,Defence,0.650,0.000,0.650,RFA,,,
Dylan DeMelo,SJS,Defence,0.650,0.650,0.600,0.700,RFA,,
Ty Rattie,STL,Right,0.650,0.000,0.650,RFA,,,
Patrick Brown,CAR,Center,0.650,0.000,0.650,RFA,,,
Derek Forbort,LAK,Defence,0.650,0.650,0.650,0.650,RFA,,
Brendan Woods,CAR,Left,0.650,0.000,0.650,RFA,,,
Sven Andrighetto,MTL,Right,0.650,0.000,0.650,RFA,,,
Justin Falk,BUF,Defence,0.650,0.650,0.650,0.650,UFA,,
Andrew Miller,CAR,Center,0.650,0.000,0.650,UFA,,,
Quinton Howden,WPG,Center,0.650,0.000,0.650,RFA,,,
Derek Grant,BUF,Center,0.650,0.000,0.650,UFA,,,
Max McCormick,OTT,Left,0.650,0.000,0.650,RFA,,,
Connor Brickley,CAR,Center,0.650,0.000,0.650,RFA,,,
Ty Rattie,CAR,Right,0.650,0.000,0.650,RFA,,,
JC Lipon,WPG,Right,0.650,0.000,0.650,RFA,,,
Chris Casto,BOS,Defence,0.650,0.000,0.650,RFA,,,
Viktor Arvidsson,NAS,Left,0.650,0.000,0.640,RFA,,,
Rene Bourque,COL,Left,0.650,0.000,0.650,UFA,,,
Derek Grant,NAS,Center,0.650,0.000,0.650,UFA,,,
Braden Christoffer,EDM,Left,0.650,0.650,0.625,0.700,RFA,,
Shane Harper,FLA,Right,0.650,0.000,0.650,UFA,,,
Daniel Audette,MTL,Center,0.650,0.650,0.640,0.640,0.650,RFA,
Sam Gagner,CLB,Center,0.650,0.000,0.650,UFA,,,
Jordan Weal,PHI,Center,0.650,0.000,0.650,RFA,,,
Alex Stalock,MIN,Goaltender,0.650,0.650,0.650,0.650,0.650,UFA,
Dennis Robertson,CAR,Defence,0.650,0.000,0.650,RFA,,,
Taylor Beck,EDM,Left,0.650,0.000,0.650,RFA,,,
Casey Nelson,BUF,Defence,0.650,0.650,0.650,0.650,RFA,,
Victor Bartley,MIN,Defence,0.650,0.000,0.650,UFA,,,
Taylor Beck,NYR,Left,0.650,0.000,0.650,RFA,,,
Sven Andrighetto,COL,Right,0.650,0.000,0.650,RFA,,,
Shane Harper,NJD,Right,0.650,0.000,0.650,UFA,,,
Dmitrii Sergeev,STL,Defence,0.644,0.644,0.632,0.650,0.650,RFA,
Markus Eisenschmid,MTL,Center,0.642,0.642,0.605,0.680,RFA,,
Liam O'Brien,WAS,Center,0.642,0.000,0.630,RFA,,,
Cameron Darcy,TBL,Center,0.642,0.642,0.613,0.688,RFA,,
Damir Sharipzyanov,LAK,Defence,0.642,0.642,0.600,0.675,0.650,RFA,
Matt Luff,LAK,Right,0.642,0.642,0.595,0.665,0.665,RFA,
Nick Schneider,CGY,Goaltender,0.642,0.642,0.600,0.675,0.650,RFA,
Bryan Rust,PIT,Right,0.640,0.640,0.620,0.660,RFA,,
Nic Dowd,LAK,Center,0.640,0.640,0.630,0.650,UFA,,
Tyler Ganly,CAR,Defence,0.640,0.640,0.615,0.690,RFA,,
Andreas Martinsen,COL,Left,0.640,0.000,0.640,UFA,,,
Trevor Murphy,NAS,Defence,0.640,0.640,0.615,0.690,RFA,,
Andreas Martinsen,MTL,Left,0.640,0.000,0.640,UFA,,,
Colin McDonald,PHI,Right,0.637,0.637,0.625,0.650,UFA,,
Chris Wagner,ANA,Right,0.637,0.637,0.625,0.650,UFA,,
Hunter Warner,MIN,Defence,0.637,0.637,0.610,0.650,0.650,RFA,
Joe Hicketts,DET,Defence,0.635,0.635,0.605,0.650,0.650,RFA,
Chase Balisy,FLA,Center,0.635,0.000,0.635,RFA,,,
Ken Appleby,NJD,Goaltender,0.635,0.635,0.635,0.635,RFA,,
Andrew O'Brien,NAS,Defence,0.632,0.000,0.632,RFA,,,
Scott Harrington,CLB,Defence,0.632,0.675,0.632,0.650,0.700,RFA,
Tommy Hughes,NYR,Defence,0.632,0.000,0.632,RFA,,,
Nikita Jevpalovs,SJS,Left,0.632,0.000,0.660,RFA,,,
Stefan Fournier,TBL,Right,0.632,0.000,0.632,RFA,,,
Michael Zalewski,VAN,Left,0.632,0.000,0.632,RFA,,,
Ryan Rupert,OTT,Center,0.632,0.000,0.660,RFA,,,
15/16 Cap Overage,CGY,Left,0.630,0.000,0.630,,,,
Kyle Burroughs,NYI,Defence,0.630,0.630,0.605,0.680,RFA,,
Luke Glendening,DET,Center,0.628,1.800,0.675,2.000,2.000,1.700,1.500
Barclay Goodrow,SJS,Center,0.627,0.000,0.635,RFA,,,
Ben Thomson,NJD,Left,0.627,0.000,0.635,RFA,,,
Kenton Helgesen,CHI,Defence,0.627,0.000,0.635,RFA,,,
Brady Austin,BUF,Defence,0.627,0.000,0.635,RFA,,,
Dakota Mermis,ARI,Defence,0.627,0.627,0.595,0.670,RFA,,
Brendan Ranford,COL,Left,0.625,0.000,0.625,RFA,,,
Scott Wilson,PIT,Center,0.625,0.625,0.590,0.660,RFA,,
Micheal Haley,SJS,Center,0.625,0.000,0.625,UFA,,,
Nate Prosser,MIN,Defence,0.625,0.000,0.650,UFA,,,
Justin Dowling,DAL,Center,0.625,0.000,0.625,RFA,,,
Tyler Wotherspoon,CGY,Defence,0.625,0.000,0.625,RFA,,,
Tyler Graovac,MIN,Center,0.625,0.625,0.600,0.650,RFA,,
Seth Griffith,TOR,Center,0.625,0.000,0.625,RFA,,,
Mark Alt,PHI,Defence,0.625,0.000,0.625,RFA,,,
Julian Melchiori,WPG,Defence,0.625,0.625,0.600,0.650,RFA,,
Ryan Sproul,DET,Defence,0.625,0.625,0.600,0.650,RFA,,
Colton Sissons,NAS,Right,0.625,0.625,0.575,0.650,0.650,RFA,
Magnus Hellberg,NYR,Goaltender,0.625,0.000,0.650,RFA,,,
Tom Kuhnhackl,PIT,Right,0.625,0.625,0.590,0.660,RFA,,
T.J. Brennan,PHI,Defence,0.625,0.625,0.600,0.650,UFA,,
Scott Mayfield,NYI,Defence,0.625,0.625,0.575,0.675,RFA,,
Kenny Agostino,STL,Left,0.625,0.000,0.625,UFA,,,
Aaron Dell,SJS,Goaltender,0.625,0.625,0.575,0.675,UFA,,
Kyle Baun,CHI,Right,0.625,0.625,0.600,0.650,RFA,,
Jaime Sifers,CLB,Defence,0.625,0.000,0.650,UFA,,,
Seth Griffith,FLA,Center,0.625,0.000,0.625,RFA,,,
Corey Tropp,ANA,Right,0.625,0.625,0.600,0.650,UFA,,
Kevin Rooney,NJD,Center,0.625,0.000,0.625,RFA,,,
Reid Petryk,COL,Center,0.623,0.623,0.595,0.650,RFA,,
Henri Ikonen,TBL,Left,0.617,0.000,0.615,RFA,,,
Cody Corbett,WAS,Defence,0.617,0.000,0.625,RFA,,,
Max Gortz,ANA,Right,0.617,0.000,0.625,RFA,,,
Jake Dotchin,TBL,Defence,0.617,0.000,0.615,RFA,,,
Ben Johnson,NJD,Center,0.617,0.000,0.625,RFA,,,
Axel Blomqvist,WPG,Left,0.617,0.617,0.575,0.650,RFA,,
Zachary Leslie,LAK,Defence,0.617,0.000,0.625,RFA,,,
Justin Auger,LAK,Right,0.617,0.000,0.625,RFA,,,
Adam Burish,SJS,Center,0.617,0.000,0.617,,,,
Zack Mitchell,MIN,Right,0.615,0.000,0.640,RFA,,,
Loic Leduc,NYI,Defence,0.615,0.000,0.640,RFA,,,
Steven Kampfer,NYR,Defence,0.613,0.000,0.625,UFA,,,
Miikka Salomaki,NAS,Right,0.613,0.613,0.575,0.650,RFA,,
Zach Redmond,MTL,Defence,0.613,0.613,0.575,0.650,UFA,,
Matt Bartkowski,CGY,Defence,0.613,0.613,0.575,0.650,UFA,,
Jeff Glass,CHI,Goaltender,0.613,0.613,0.575,0.650,UFA,,
Jordan Martinook,ARI,Left,0.613,0.000,0.625,RFA,,,
Trent Vogelhuber,COL,Right,0.613,0.613,0.575,0.650,UFA,,
Steven Kampfer,FLA,Defence,0.613,0.000,0.625,UFA,,,
Anthony Bitetto,NAS,Defence,0.613,0.613,0.575,0.650,UFA,,
Josh Leivo,TOR,Left,0.613,0.613,0.575,0.650,RFA,,
Zach Sill,WAS,Center,0.613,0.613,0.575,0.650,UFA,,
Petter Granberg,NAS,Defence,0.613,0.613,0.575,0.650,RFA,,
Jack Campbell,LAK,Goaltender,0.613,0.613,0.575,0.650,RFA,,
Will O'Neill,PHI,Defence,0.613,0.613,0.575,0.650,UFA,,
Cody Bass,NAS,Center,0.613,0.613,0.575,0.650,UFA,,
Aaron Ness,WAS,Defence,0.613,0.613,0.575,0.650,UFA,,
Jared Coreau,DET,Goaltender,0.613,0.613,0.575,0.650,RFA,,
Tomas Nosek,DET,Left,0.613,0.613,0.575,0.650,RFA,,
Alan Quine,NYI,Center,0.613,0.613,0.575,0.650,RFA,,
Tom McCollum,CGY,Goaltender,0.613,0.613,0.575,0.650,UFA,,
Freddie Hamilton,CGY,Center,0.613,0.613,0.575,0.650,RFA,,
Matt Lorito,DET,Left,0.613,0.613,0.575,0.650,UFA,,
Trevor Smith,NAS,Center,0.613,0.613,0.575,0.650,UFA,,
Stefan Matteau,MTL,Left,0.613,0.000,0.650,RFA,,,
Carter Rowney,PIT,Right,0.613,0.613,0.575,0.650,UFA,,
Jason Kasdorf,BUF,Goaltender,0.613,0.613,0.575,0.650,RFA,,
John Ramage,CLB,Defence,0.613,0.613,0.575,0.650,UFA,,
Chris DiDomenico,OTT,Center,0.613,0.613,0.575,0.650,UFA,,
Henri Kiviaho,DAL,Goaltender,0.612,0.000,0.615,RFA,,,
Vincent Dunn,OTT,Center,0.610,0.610,0.627,0.600,RFA,,
Alexander Gudbranson,MIN,Defence,0.610,0.000,0.635,RFA,,,
Sergey Tolchinsky,CAR,Left,0.608,0.608,0.575,0.650,RFA,,
Jaynen Rissling,NAS,Defence,0.607,0.000,0.615,RFA,,,
Jesse Graham,NYI,Defence,0.605,0.000,0.630,RFA,,,
Marc Hagel,OTT,Right,0.605,0.000,0.600,UFA,,,
Chris Terry,MTL,Left,0.600,0.650,0.600,0.650,UFA,,
Frank Corrado,TOR,Defence,0.600,0.000,0.600,RFA,,,
Dustin Stevenson,DAL,Defence,0.600,0.000,0.600,UFA,,,
Justin Peters,DAL,Goaltender,0.600,0.000,0.600,UFA,,,
Shawn Thornton,FLA,Right,0.600,0.000,0.600,UFA,,,
Ryan Stanton,CLB,Defence,0.600,0.000,0.600,UFA,,,
Brody Sutter,FLA,Center,0.600,0.000,0.600,RFA,,,
Josh Jooris,NYR,Center,0.600,0.000,0.600,RFA,,,
